city,state,tier,area_sqft,floors,building_type,quality,total_area_sqft,cement_bags,sand_cft,bricks,aggregate_cft,steel_kg,price_cement_per_bag,price_sand_per_cft,price_brick_per_nos,price_agg_per_cft,price_steel_per_kg,cost_cement,cost_sand,cost_bricks,cost_aggregate,cost_steel,total_material_cost
chandigarh,Punjab,1,6658.2,4,1,0,26632.78,11892,33261,115308,30603,145978,390.0,68.0,11.0,48.0,64.0,4637880,2261748,1268388,1468944,9342592,18979552
dehradun,Uttarakhand,2,10707.2,1,0,0,10707.2,3761,13808,60557,10571,36643,400.0,68.0,10.0,48.0,68.0,1504400,938944,605570,507408,2491724,6048046
ludhiana,Punjab,1,3300.11,2,2,1,6600.21,2881,10201,27970,10064,60077,388.0,68.0,11.0,48.0,64.0,1117828,693668,307670,483072,3844928,6447166
lucknow,Uttar Pradesh,1,5772.53,2,1,2,11545.06,8102,20771,66197,19864,88777,405.0,65.0,9.0,47.0,60.0,3281310,1350115,595773,933608,5326620,11487426
salem,Tamil Nadu,2,4027.08,2,2,1,8054.16,4156,11175,32957,12188,69400,360.0,52.0,8.0,36.0,59.0,1496160,581100,263656,438768,4094600,6874284
trichy,Tamil Nadu,2,11435.3,3,0,1,34305.89,13854,45574,202633,41070,129428,362.0,54.0,9.0,37.0,59.0,5015148,2460996,1823697,1519590,7636252,18455683
hubli,Karnataka,2,9919.02,2,0,2,19838.04,11038,34724,151222,30692,99329,375.0,62.0,10.0,45.0,64.0,4139250,2152888,1512220,1381140,6357056,15542554
warangal,Telangana,2,8566.22,2,0,1,17132.44,7431,24347,111325,21676,68286,395.0,58.0,8.0,42.0,62.0,2935245,1412126,890600,910392,4233732,10382095
hyderabad,Telangana,1,7134.0,5,0,2,35669.99,19705,61926,261348,57115,181903,415.0,60.0,8.0,42.0,61.0,8177575,3715560,2090784,2398830,11096083,27478832
meerut,Uttar Pradesh,2,9882.98,10,0,2,98829.83,48834,154507,655474,162667,499365,400.0,68.0,9.0,44.0,62.0,19533600,10506476,5899266,7157348,30960630,74057320
madurai,Tamil Nadu,2,4828.75,1,0,0,4828.75,1503,5952,29679,4882,17914,368.0,58.0,9.0,38.0,60.0,553104,345216,267111,185516,1074840,2425787
pune,Maharashtra,1,5481.11,3,1,2,16443.34,11423,29867,97063,29432,132523,405.0,68.0,8.0,43.0,59.0,4626315,2030956,776504,1265576,7818857,16518208
nagpur,Maharashtra,2,8814.02,2,0,0,17628.04,6051,24765,109165,19569,66945,385.0,62.0,11.0,43.0,61.0,2329635,1535430,1200815,841467,4083645,9990992
howrah,West Bengal,1,4421.51,2,0,2,8843.01,5024,14897,63805,12879,43086,395.0,65.0,10.0,44.0,63.0,1984480,968305,638050,566676,2714418,6871929
jaipur,Rajasthan,1,954.03,2,2,1,1908.06,984,2753,7684,2660,16148,405.0,62.0,7.0,43.0,60.0,398520,170686,53788,114380,968880,1706254
madurai,Tamil Nadu,2,1077.15,3,0,1,3231.45,1010,4167,19804,4017,12555,368.0,58.0,9.0,38.0,60.0,371680,241686,178236,152646,753300,1697548
agra,Uttar Pradesh,2,1561.28,1,0,2,1561.28,682,2402,10688,2223,7032,395.0,65.0,9.0,42.0,60.0,269390,156130,96192,93366,421920,1036998
madurai,Tamil Nadu,2,10462.24,6,1,0,62773.44,23205,67868,281967,74986,355034,368.0,58.0,9.0,38.0,60.0,8539440,3936344,2537703,2849468,21302040,39164995
meerut,Uttar Pradesh,2,5772.27,2,2,1,11544.54,5839,15155,43039,15175,92363,400.0,68.0,9.0,44.0,62.0,2335600,1030540,387351,667700,5726506,10147697
raipur,Chhattisgarh,2,8612.01,2,2,1,17224.02,8173,23491,66684,22815,139972,365.0,58.0,9.0,40.0,60.0,2983145,1362478,600156,912600,8398320,14256699
durgapur,West Bengal,2,4836.33,4,0,0,19345.32,8019,26721,124844,21469,76359,380.0,65.0,10.0,44.0,63.0,3047220,1736865,1248440,944636,4810617,11787778
amritsar,Punjab,2,3252.79,1,2,2,3252.79,1977,5259,14250,5585,32684,390.0,68.0,11.0,48.0,64.0,771030,357612,156750,268080,2091776,3645248
agra,Uttar Pradesh,2,4296.87,2,0,0,8593.74,3354,11838,53668,8014,31722,395.0,65.0,9.0,42.0,60.0,1324830,769470,483012,336588,1903320,4817220
bangalore,Karnataka,1,9571.35,2,1,2,19142.7,9964,30855,102366,31395,138664,380.0,68.0,12.0,52.0,65.0,3786320,2098140,1228392,1632540,9013160,17758552
jabalpur,Madhya Pradesh,2,7577.55,2,0,1,15155.1,5802,21467,95112,18581,58006,365.0,58.0,10.0,42.0,60.0,2117730,1245086,951120,780402,3480360,8574698
trichy,Tamil Nadu,2,11264.15,2,1,2,22528.3,13174,37748,121757,37568,167670,362.0,54.0,9.0,37.0,59.0,4768988,2038392,1095813,1390016,9892530,19185739
durgapur,West Bengal,2,8220.52,1,0,2,8220.52,4311,14405,62169,13206,40457,380.0,65.0,10.0,44.0,63.0,1638180,936325,621690,581064,2548791,6326050
mysore,Karnataka,2,6928.14,1,1,1,6928.14,3160,9849,32666,9051,41790,375.0,62.0,10.0,44.0,64.0,1185000,610638,326660,398244,2674560,5195102
jaipur,Rajasthan,1,7400.31,1,1,2,7400.31,4059,11518,38006,11260,52072,405.0,62.0,7.0,43.0,60.0,1643895,714116,266042,484180,3124320,6232553
chennai,Tamil Nadu,1,11319.98,10,0,0,113199.83,45380,133028,618122,131042,433513,410.0,73.0,8.0,45.0,61.0,18605800,9711044,4944976,5896890,26444293,65603003
erode,Tamil Nadu,3,9500.77,1,0,2,9500.77,4981,16244,69855,14831,45020,355.0,52.0,8.0,35.0,58.0,1768255,844688,558840,519085,2611160,6302028
erode,Tamil Nadu,3,483.69,1,1,1,483.69,223,714,2359,649,3008,355.0,52.0,8.0,35.0,58.0,79165,37128,18872,22715,174464,332344
jabalpur,Madhya Pradesh,2,6502.85,8,0,1,52022.79,24338,72673,328502,61651,221813,365.0,58.0,10.0,42.0,60.0,8883370,4215034,3285020,2589342,13308780,32281546
noida,Uttar Pradesh,1,8322.39,3,0,1,24967.18,11432,38823,163742,31379,104035,407.0,80.0,11.0,52.0,66.0,4652824,3105840,1801162,1631708,6866310,18057844
vijayawada,Andhra Pradesh,2,9034.64,2,1,1,18069.28,9017,27123,94190,24811,117154,380.0,60.0,9.0,43.0,62.0,3426460,1627380,847710,1066873,7263548,14231971
delhi,Delhi,1,2715.08,1,2,1,2715.08,1193,3440,10683,3733,21839,410.0,78.0,8.0,50.0,65.0,489130,268320,85464,186650,1419535,2449099
surat,Gujarat,1,10432.69,3,0,0,31298.08,12396,39913,182557,31347,116882,380.0,58.0,10.0,42.0,57.0,4710480,2314954,1825570,1316574,6662274,16829852
kozhikode,Kerala,2,11478.95,1,0,0,11478.95,4095,13546,65435,11076,38544,390.0,70.0,12.0,50.0,66.0,1597050,948220,785220,553800,2543904,6428194
mysore,Karnataka,2,2993.24,3,0,0,8979.72,3335,12191,57029,9562,35835,375.0,62.0,10.0,44.0,64.0,1250625,755842,570290,420728,2293440,5290925
shimla,Himachal Pradesh,2,10614.86,8,0,1,84918.9,43436,122795,567073,121898,399446,415.0,82.0,12.0,55.0,70.0,18025940,10069190,6804876,6704390,27961220,69565616
thiruvananthapuram,Kerala,1,1344.35,3,0,0,4033.05,1769,4882,23551,3993,14867,395.0,72.0,12.0,52.0,67.0,698755,351504,282612,207636,996089,2536596
visakhapatnam,Andhra Pradesh,1,857.34,2,1,1,1714.68,759,2287,8053,2206,10443,385.0,62.0,10.0,44.0,63.0,292215,141794,80530,97064,657909,1269512
kozhikode,Kerala,2,1724.84,3,1,1,5174.52,2548,7706,26071,7232,34200,390.0,70.0,12.0,50.0,66.0,993720,539420,312852,361600,2257200,4464792
aurangabad,Maharashtra,2,881.34,3,0,2,2644.03,1498,4688,19712,4240,13680,375.0,60.0,9.0,43.0,61.0,561750,281280,177408,182320,834480,2037238
kochi,Kerala,1,10171.14,3,1,1,30513.43,18999,44655,158790,42805,206429,395.0,72.0,12.0,52.0,67.0,7504605,3215160,1905480,2225860,13830743,28681848
meerut,Uttar Pradesh,2,896.79,2,0,0,1793.58,669,2456,11146,1835,6605,400.0,68.0,9.0,44.0,62.0,267600,167008,100314,80740,409510,1025172
hubli,Karnataka,2,3405.64,3,0,0,10216.91,3277,12352,58371,10687,36289,375.0,62.0,10.0,45.0,64.0,1228875,765824,583710,480915,2322496,5381820
mysore,Karnataka,2,1424.32,3,0,1,4272.97,1586,5869,26619,5186,17333,375.0,62.0,10.0,44.0,64.0,594750,363878,266190,228184,1109312,2562314
rajkot,Gujarat,2,3685.98,10,0,2,36859.8,21575,61028,266362,62452,205871,378.0,55.0,9.0,38.0,56.0,8155350,3356540,2397258,2373176,11528776,27811100
erode,Tamil Nadu,3,1268.6,5,0,1,6343.01,2742,8117,39574,7776,25875,355.0,52.0,8.0,35.0,58.0,973410,422084,316592,272160,1500750,3484996
patna,Bihar,2,8082.44,2,1,1,16164.88,7654,21765,75249,20786,97643,395.0,62.0,7.0,43.0,59.0,3023330,1349430,526743,893798,5760937,11554238
kanpur,Uttar Pradesh,1,1773.26,4,1,0,7093.03,2870,8417,31389,7817,40998,395.0,65.0,9.0,42.0,60.0,1133650,547105,282501,328314,2459880,4751450
mangalore,Karnataka,2,10251.78,2,1,1,20503.56,9084,26760,94832,25064,119213,378.0,65.0,11.0,47.0,64.0,3433752,1739400,1043152,1178008,7629632,15023944
delhi,Delhi,1,9842.85,4,0,1,39371.42,18457,57896,266879,50919,171819,410.0,78.0,8.0,50.0,65.0,7567370,4515888,2135032,2545950,11168235,27932475
kozhikode,Kerala,2,361.21,1,0,0,361.21,131,495,2177,395,1361,390.0,70.0,12.0,50.0,66.0,51090,34650,26124,19750,89826,221440
bhubaneswar,Odisha,1,10769.57,2,1,1,21539.14,11453,30483,109317,28873,136932,380.0,60.0,10.0,43.0,65.0,4352140,1828980,1093170,1241539,8900580,17416409
vellore,Tamil Nadu,3,541.54,4,0,0,2166.17,735,3115,13140,2228,8323,355.0,50.0,8.0,35.0,58.0,260925,155750,105120,77980,482734,1082509
surat,Gujarat,1,3027.82,2,1,1,6055.64,3413,8712,30690,7964,39147,380.0,58.0,10.0,42.0,57.0,1296940,505296,306900,334488,2231379,4675003
howrah,West Bengal,1,582.19,5,1,1,2910.96,1673,4279,15052,4186,20198,395.0,65.0,10.0,44.0,63.0,660835,278135,150520,184184,1272474,2546148
jodhpur,Rajasthan,2,4162.95,3,1,1,12488.86,6169,16973,57902,15691,74814,390.0,60.0,8.0,40.0,58.0,2405910,1018380,463216,627640,4339212,8854358
ahmedabad,Gujarat,1,6263.63,2,0,1,12527.25,5260,18858,85865,16301,54740,385.0,58.0,7.0,40.0,55.0,2025100,1093764,601055,652040,3010700,7382659
noida,Uttar Pradesh,1,9600.41,2,2,1,19200.82,9967,29349,80301,27699,169714,407.0,80.0,11.0,52.0,66.0,4056569,2347920,883311,1440348,11201124,19929272
rajkot,Gujarat,2,4188.18,6,1,2,25129.09,15260,39980,143013,44915,202342,378.0,55.0,9.0,38.0,56.0,5768280,2198900,1287117,1706770,11331152,22292219
warangal,Telangana,2,8524.78,2,0,1,17049.56,6577,24384,107985,21677,66628,395.0,58.0,8.0,42.0,62.0,2597915,1414272,863880,910434,4130936,9917437
vadodara,Gujarat,2,2412.55,3,1,2,7237.66,3897,10897,37023,11119,51657,382.0,58.0,10.0,42.0,56.0,1488654,632026,370230,466998,2892792,5850700
thoothukudi,Tamil Nadu,3,9057.06,4,0,0,36228.25,13796,50506,224367,41950,143189,352.0,50.0,8.0,35.0,57.0,4856192,2525300,1794936,1468250,8161773,18806451
bhopal,Madhya Pradesh,1,2984.76,6,0,1,17908.56,8575,27898,124989,25379,85612,370.0,60.0,10.0,43.0,62.0,3172750,1673880,1249890,1091297,5307944,12495761
jodhpur,Rajasthan,2,1893.83,4,2,0,7575.31,3471,10311,28230,9493,62242,390.0,60.0,8.0,40.0,58.0,1353690,618660,225840,379720,3610036,6187946
jodhpur,Rajasthan,2,2387.82,3,0,0,7163.47,2962,10074,44011,7576,27795,390.0,60.0,8.0,40.0,58.0,1155180,604440,352088,303040,1612110,4026858
pune,Maharashtra,1,2348.34,6,0,1,14090.07,6489,20154,86044,17549,56384,405.0,68.0,8.0,43.0,59.0,2628045,1370472,688352,754607,3326656,8768132
pune,Maharashtra,1,6251.78,5,0,1,31258.91,13714,43171,190621,35177,123572,405.0,68.0,8.0,43.0,59.0,5554170,2935628,1524968,1512611,7290748,18818125
gurgaon,Haryana,1,10168.61,4,0,1,40674.45,18967,65893,279263,54969,184195,405.0,78.0,11.0,52.0,66.0,7681635,5139654,3071893,2858388,12156870,30908440
kochi,Kerala,1,1139.34,1,0,2,1139.34,524,1699,7699,1490,5074,395.0,72.0,12.0,52.0,67.0,206980,122328,92388,77480,339958,839134
warangal,Telangana,2,8542.08,2,2,2,17084.17,10199,26273,70813,28935,161424,395.0,58.0,8.0,42.0,62.0,4028605,1523834,566504,1215270,10008288,17342501
cuttack,Odisha,2,7921.29,3,0,1,23763.86,11801,35352,163035,32339,101525,375.0,58.0,9.0,42.0,64.0,4425375,2050416,1467315,1358238,6497600,15798944
varanasi,Uttar Pradesh,2,10495.74,3,1,1,31487.21,17135,46122,163665,43011,208733,390.0,65.0,9.0,43.0,60.0,6682650,2997930,1472985,1849473,12523980,25527018
trichy,Tamil Nadu,2,3080.94,2,1,1,6161.88,2588,8826,30539,8752,39221,362.0,54.0,9.0,37.0,59.0,936856,476604,274851,323824,2314039,4326174
jodhpur,Rajasthan,2,5511.3,1,0,2,5511.3,2830,9105,40759,7952,26595,390.0,60.0,8.0,40.0,58.0,1103700,546300,326072,318080,1542510,3836662
indore,Madhya Pradesh,1,11124.76,3,0,1,33374.29,14216,53107,229060,42519,147864,380.0,60.0,11.0,43.0,58.0,5402080,3186420,2519660,1828317,8576112,21512589
mysore,Karnataka,2,7987.92,2,0,0,15975.85,4896,18497,97345,16454,60127,375.0,62.0,10.0,44.0,64.0,1836000,1146814,973450,723976,3848128,8528368
warangal,Telangana,2,4787.47,2,2,1,9574.93,5503,14808,40370,13093,83425,395.0,58.0,8.0,42.0,62.0,2173685,858864,322960,549906,5172350,9077765
lucknow,Uttar Pradesh,1,1750.67,2,0,1,3501.33,1786,5350,23843,4591,15668,405.0,65.0,9.0,47.0,60.0,723330,347750,214587,215777,940080,2441524
agra,Uttar Pradesh,2,3297.32,4,1,2,13189.29,7901,22319,73039,22142,104236,395.0,65.0,9.0,42.0,60.0,3120895,1450735,657351,929964,6254160,12413105
vadodara,Gujarat,2,7058.34,2,2,0,14116.69,5210,15655,50073,16873,99010,382.0,58.0,10.0,42.0,56.0,1990220,907990,500730,708666,5544560,9652166
jaipur,Rajasthan,1,8674.38,2,1,1,17348.76,7951,25024,84269,22129,107642,405.0,62.0,7.0,43.0,60.0,3220155,1551488,589883,951547,6458520,12771593
warangal,Telangana,2,1668.18,1,1,1,1668.18,616,2278,8017,2241,9863,395.0,58.0,8.0,42.0,62.0,243320,132124,64136,94122,611506,1145208
vadodara,Gujarat,2,7275.25,2,2,1,14550.5,7642,20522,54485,20442,116668,382.0,58.0,10.0,42.0,56.0,2919244,1190276,544850,858564,6533408,12046342
thiruvananthapuram,Kerala,1,6694.15,4,0,2,26776.58,13378,44078,190695,37767,127934,395.0,72.0,12.0,52.0,67.0,5284310,3173616,2288340,1963884,8571578,21281728
delhi,Delhi,1,6264.67,3,1,2,18794.02,10789,29394,100142,30928,139347,410.0,78.0,8.0,50.0,65.0,4423490,2292732,801136,1546400,9057555,18121313
nashik,Maharashtra,2,8343.45,2,0,1,16686.91,7313,24055,107082,20764,66083,390.0,62.0,9.0,44.0,62.0,2852070,1491410,963738,913616,4097146,10317980
amritsar,Punjab,2,10081.91,2,0,0,20163.81,5046,25248,110061,19041,66412,390.0,68.0,11.0,48.0,64.0,1967940,1716864,1210671,913968,4250368,10059811
mysore,Karnataka,2,4011.28,5,0,1,20056.39,8772,27564,126782,23835,83016,375.0,62.0,10.0,44.0,64.0,3289500,1708968,1267820,1048740,5313024,12628052
bhopal,Madhya Pradesh,1,10690.34,1,0,0,10690.34,3606,12175,59920,9634,35127,370.0,60.0,10.0,43.0,62.0,1334220,730500,599200,414262,2177874,5256056
chandigarh,Punjab,1,2095.48,3,0,1,6286.43,2536,8921,39654,7477,25178,390.0,68.0,11.0,48.0,64.0,989040,606628,436194,358896,1611392,4002150
jaipur,Rajasthan,1,2241.68,2,0,1,4483.36,2178,5770,27454,5050,17087,405.0,62.0,7.0,43.0,60.0,882090,357740,192178,217150,1025220,2674378
chennai,Tamil Nadu,1,3347.91,1,0,1,3347.91,1221,4665,21600,3915,13142,410.0,73.0,8.0,45.0,61.0,500610,340545,172800,176175,801662,1991792
warangal,Telangana,2,1610.46,1,0,1,1610.46,712,2277,10262,1836,6479,395.0,58.0,8.0,42.0,62.0,281240,132066,82096,77112,401698,974212
meerut,Uttar Pradesh,2,2917.77,3,1,1,8753.3,3629,11741,41653,11359,52872,400.0,68.0,9.0,44.0,62.0,1451600,798388,374877,499796,3278064,6402725
lucknow,Uttar Pradesh,1,1455.66,1,0,1,1455.66,629,2195,9334,1782,5817,405.0,65.0,9.0,47.0,60.0,254745,142675,84006,83754,349020,914200
surat,Gujarat,1,9896.68,1,0,1,9896.68,3889,15211,66691,11672,40857,380.0,58.0,10.0,42.0,57.0,1477820,882238,666910,490224,2328849,5846041
noida,Uttar Pradesh,1,1839.83,2,1,1,3679.67,1761,5126,16830,4639,21537,407.0,80.0,11.0,52.0,66.0,716727,410080,185130,241228,1421442,2974607
pune,Maharashtra,1,9018.11,1,0,1,9018.11,3639,12336,54688,8783,33643,405.0,68.0,8.0,43.0,59.0,1473795,838848,437504,377669,1984937,5112753
hyderabad,Telangana,1,765.38,2,2,0,1530.77,540,1952,5373,1720,11360,415.0,60.0,8.0,42.0,61.0,224100,117120,42984,72240,692960,1149404
erode,Tamil Nadu,3,11392.54,1,2,2,11392.54,7487,20845,53918,20246,120499,355.0,52.0,8.0,35.0,58.0,2657885,1083940,431344,708610,6988942,11870721
vellore,Tamil Nadu,3,8591.69,2,0,2,17183.38,9318,29660,131405,28209,88643,355.0,50.0,8.0,35.0,58.0,3307890,1483000,1051240,987315,5141294,11970739
tirunelveli,Tamil Nadu,3,280.2,4,2,2,1120.8,672,1824,4716,1858,10867,352.0,50.0,8.0,35.0,57.0,236544,91200,37728,65030,619419,1049921
kozhikode,Kerala,2,9213.51,3,1,1,27640.52,10587,37714,127175,34031,165606,390.0,70.0,12.0,50.0,66.0,4128930,2639980,1526100,1701550,10929996,20926556
kozhikode,Kerala,2,6266.17,2,0,1,12532.33,5826,17932,78126,15060,49675,390.0,70.0,12.0,50.0,66.0,2272140,1255240,937512,753000,3278550,8496442
hyderabad,Telangana,1,9396.51,1,1,1,9396.51,4035,13276,47606,12199,57544,415.0,60.0,8.0,42.0,61.0,1674525,796560,380848,512358,3510184,6874475
nashik,Maharashtra,2,6365.46,3,1,0,19096.39,7536,23843,86619,21124,108150,390.0,62.0,9.0,44.0,62.0,2939040,1478266,779571,929456,6705300,12831633
thiruvananthapuram,Kerala,1,7764.09,1,1,1,7764.09,3654,12118,43290,10212,52791,395.0,72.0,12.0,52.0,67.0,1443330,872496,519480,531024,3536997,6903327
shimla,Himachal Pradesh,2,9478.71,1,1,2,9478.71,5683,16218,55209,16423,73541,415.0,82.0,12.0,55.0,70.0,2358445,1329876,662508,903265,5147870,10401964
warangal,Telangana,2,4980.28,3,0,0,14940.83,5316,18899,88566,16118,53873,395.0,58.0,8.0,42.0,62.0,2099820,1096142,708528,676956,3340126,7921572
shimla,Himachal Pradesh,2,231.96,6,2,1,1391.74,742,1944,5645,2101,12518,415.0,82.0,12.0,55.0,70.0,307930,159408,67740,115555,876260,1526893
varanasi,Uttar Pradesh,2,10229.37,2,2,2,20458.74,13590,32630,88369,35880,198998,390.0,65.0,9.0,43.0,60.0,5300100,2120950,795321,1542840,11939880,21699091
thiruvananthapuram,Kerala,1,4694.51,1,1,1,4694.51,2214,6716,24123,6324,29802,395.0,72.0,12.0,52.0,67.0,874530,483552,289476,328848,1996734,3973140
dehradun,Uttarakhand,2,6053.3,5,0,1,30266.52,16040,42978,202724,39354,135071,400.0,68.0,10.0,48.0,68.0,6416000,2922504,2027240,1888992,9184828,22439564
warangal,Telangana,2,291.65,1,0,2,291.65,132,491,2025,441,1344,395.0,58.0,8.0,42.0,62.0,52140,28478,16200,18522,83328,198668
mysore,Karnataka,2,6006.69,5,1,1,30033.43,16101,42455,143865,42593,191131,375.0,62.0,10.0,44.0,64.0,6037875,2632210,1438650,1874092,12232384,24215211
ahmedabad,Gujarat,1,11840.55,2,2,1,23681.1,13303,33557,96361,34484,204730,385.0,58.0,7.0,40.0,55.0,5121655,1946306,674527,1379360,11260150,20381998
amritsar,Punjab,2,3483.56,2,2,1,6967.12,3912,10319,27661,10296,60745,390.0,68.0,11.0,48.0,64.0,1525680,701692,304271,494208,3887680,6913531
shimla,Himachal Pradesh,2,4865.94,3,2,1,14597.81,8780,20693,57791,22329,125231,415.0,82.0,12.0,55.0,70.0,3643700,1696826,693492,1228095,8766170,16028283
meerut,Uttar Pradesh,2,8308.84,7,0,0,58161.89,17177,74511,345938,64813,232769,400.0,68.0,9.0,44.0,62.0,6870800,5066748,3113442,2851772,14431678,32334440
shimla,Himachal Pradesh,2,9814.57,6,2,0,58887.39,20712,74219,205055,74160,454831,415.0,82.0,12.0,55.0,70.0,8595480,6085958,2460660,4078800,31838170,53059068
udaipur,Rajasthan,2,5125.22,2,0,1,10250.44,4395,14823,65794,12799,41910,392.0,60.0,8.0,40.0,58.0,1722840,889380,526352,511960,2430780,6081312
ghaziabad,Uttar Pradesh,2,3854.09,3,0,1,11562.28,4417,18723,78748,15511,51342,405.0,78.0,11.0,52.0,66.0,1788885,1460394,866228,806572,3388572,8310651
vellore,Tamil Nadu,3,11266.34,3,0,2,33799.03,15880,57122,250645,52977,169928,355.0,50.0,8.0,35.0,58.0,5637400,2856100,2005160,1854195,9855824,22208679
shimla,Himachal Pradesh,2,8190.31,3,2,1,24570.93,12371,35516,96577,32946,208003,415.0,82.0,12.0,55.0,70.0,5133965,2912312,1158924,1812030,14560210,25577441
ahmedabad,Gujarat,1,1604.45,5,2,2,8022.26,5168,14091,35327,15393,86123,385.0,58.0,7.0,40.0,55.0,1989680,817278,247289,615720,4736765,8406732
ahmedabad,Gujarat,1,1013.35,1,0,0,1013.35,270,1278,5753,935,3463,385.0,58.0,7.0,40.0,55.0,103950,74124,40271,37400,190465,446210
jodhpur,Rajasthan,2,5905.89,2,0,2,11811.78,5484,17840,78119,16711,53349,390.0,60.0,8.0,40.0,58.0,2138760,1070400,624952,668440,3094242,7596794
tirunelveli,Tamil Nadu,3,2797.06,7,2,1,19579.44,11231,27121,78864,29424,175845,352.0,50.0,8.0,35.0,57.0,3953312,1356050,630912,1029840,10023165,16993279
hubli,Karnataka,2,3197.02,7,0,0,22379.14,9461,31739,139871,27428,94076,375.0,62.0,10.0,45.0,64.0,3547875,1967818,1398710,1234260,6020864,14169527
meerut,Uttar Pradesh,2,10556.77,1,0,2,10556.77,5688,18195,74467,14969,49278,400.0,68.0,9.0,44.0,62.0,2275200,1237260,670203,658636,3055236,7896535
kozhikode,Kerala,2,1256.88,2,0,2,2513.76,1281,4182,18092,3734,12314,390.0,70.0,12.0,50.0,66.0,499590,292740,217104,186700,812724,2008858
lucknow,Uttar Pradesh,1,8641.3,10,1,2,86412.97,58840,133401,442908,161788,706264,405.0,65.0,9.0,47.0,60.0,23830200,8671065,3986172,7604036,42375840,86467313
agra,Uttar Pradesh,2,3399.48,2,2,0,6798.96,3289,8734,23825,8085,49221,395.0,65.0,9.0,42.0,60.0,1299155,567710,214425,339570,2953260,5374120
guntur,Andhra Pradesh,2,9171.87,3,0,1,27515.62,13007,41458,194206,35726,119909,380.0,60.0,9.0,42.0,62.0,4942660,2487480,1747854,1500492,7434358,18112844
warangal,Telangana,2,8724.45,1,0,1,8724.45,3394,12301,55401,10042,33884,395.0,58.0,8.0,42.0,62.0,1340630,713458,443208,421764,2100808,5019868
ahmedabad,Gujarat,1,287.22,6,0,1,1723.35,754,2170,10893,2199,6963,385.0,58.0,7.0,40.0,55.0,290290,125860,76251,87960,382965,963326
thoothukudi,Tamil Nadu,3,6207.8,2,0,1,12415.6,4311,17673,73646,13594,45916,352.0,50.0,8.0,35.0,57.0,1517472,883650,589168,475790,2617212,6083292
pune,Maharashtra,1,1843.97,1,0,1,1843.97,699,2520,11116,2026,7005,405.0,68.0,8.0,43.0,59.0,283095,171360,88928,87118,413295,1043796
jabalpur,Madhya Pradesh,2,10421.48,2,2,2,20842.96,13734,34757,93499,37006,213933,365.0,58.0,10.0,42.0,60.0,5012910,2015906,934990,1554252,12835980,22354038
kozhikode,Kerala,2,10484.71,6,1,2,62908.28,41248,108722,342207,114096,519536,390.0,70.0,12.0,50.0,66.0,16086720,7610540,4106484,5704800,34289376,67797920
bhopal,Madhya Pradesh,1,5136.48,4,2,2,20545.92,14023,35703,91259,38843,221051,370.0,60.0,10.0,43.0,62.0,5188510,2142180,912590,1670249,13705162,23618691
kozhikode,Kerala,2,5443.87,4,2,1,21775.47,10228,29873,85986,31153,195882,390.0,70.0,12.0,50.0,66.0,3988920,2091110,1031832,1557650,12928212,21597724
trichy,Tamil Nadu,2,3778.74,2,0,1,7557.48,3436,10626,49951,9026,31259,362.0,54.0,9.0,37.0,59.0,1243832,573804,449559,333962,1844281,4445438
aurangabad,Maharashtra,2,8655.95,6,0,0,51935.73,17021,60730,287066,52114,185163,375.0,60.0,9.0,43.0,61.0,6382875,3643800,2583594,2240902,11294943,26146114
trichy,Tamil Nadu,2,4432.2,4,1,1,17728.82,9109,25887,94243,27016,121388,362.0,54.0,9.0,37.0,59.0,3297458,1397898,848187,999592,7161892,13705027
cuttack,Odisha,2,3359.95,4,0,1,13439.8,5570,19227,87487,17086,55997,375.0,58.0,9.0,42.0,64.0,2088750,1115166,787383,717612,3583808,8292719
udaipur,Rajasthan,2,5300.33,8,1,1,42402.61,23699,56935,201632,61035,279684,392.0,60.0,8.0,40.0,58.0,9290008,3416100,1613056,2441400,16221672,32982236
vellore,Tamil Nadu,3,1279.55,2,0,2,2559.11,1121,3916,17171,3526,11667,355.0,50.0,8.0,35.0,58.0,397955,195800,137368,123410,676686,1531219
ghaziabad,Uttar Pradesh,2,9009.92,3,1,2,27029.75,15993,44378,151266,46639,204265,405.0,78.0,11.0,52.0,66.0,6477165,3461484,1663926,2425228,13481490,27509293
